quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
events-ep2/q513-bb-e,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 10.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q96-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q96-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q97-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q97-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q98-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q98-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q99-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q99-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q100-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q100-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q131-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q131-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q132-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q132-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q165-bb-e,Episode2,0,10,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q172-bb-e,Episode2,0,8,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q233-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q233-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q234-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q234-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q235-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q235-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q236-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q236-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
government-ep2/q451-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q451-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q452-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q452-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q453-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q453-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q454-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q454-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q455-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q455-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q456-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q456-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q457-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q457-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q458-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q458-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q459-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q459-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q460-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q460-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q461-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q461-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q462-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q462-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q463-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q463-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q464-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q464-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q465-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q465-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q466-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q466-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q467-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q467-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q468-bb-e,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
government-ep2/q468-bb-j,Episode2,0,12,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 1600.0, 0, 0]",label0640,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q211-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 121.0, 121.0, 0, 0]",label0079,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q494-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 103.0, 2103.0, 0, 0]",label0837,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q494-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 103.0, 2103.0, 0, 0]",label0837,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q54-bb-e,Episode2,0,16,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 153.0, 350.0, 0, 0]",label015E,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q54-bb-j,Episode2,0,16,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 153.0, 350.0, 0, 0]",label015E,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q55-bb-e,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 340.0, 0, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q55-bb-j,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 340.0, 0, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q74-bb-e,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 340.0, 0, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q74-bb-j,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 340.0, 0, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q95-bb-e,Episode2,0,16,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 153.0, 350.0, 0, 0]",label015E,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q95-bb-j,Episode2,0,16,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 153.0, 350.0, 0, 0]",label015E,static candidate resolved; inspect caller and type-specific rules
retrieval-ep2/q921-bb-e,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 152.0, 340.0, 0, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q84-bb-e,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
seasonal-ep2/q84-bb-j,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
seasonal-ep2/q65535-bb-e,Episode2,0,13,255,npc,42,0,"[-87.04533386230469, -10.0, -29.985286712646484]","[0, 16384, 0]","[0.0, 0.0, 0.0, 106.0, 351.0, 0, 0]",label015F,static candidate resolved; inspect caller and type-specific rules
shops-ep2/q44-bb-e,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 260.0, 260.0, 0, 0]",label0104,static candidate resolved; inspect caller and type-specific rules
shops-ep2/q44-bb-j,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 260.0, 260.0, 0, 0]",label0104,static candidate resolved; inspect caller and type-specific rules
shops-ep2/q204-bb-e,Episode2,0,26,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
shops-ep2/q204-bb-j,Episode2,0,26,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
shops-ep2/q205-bb-e,Episode2,0,26,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
shops-ep2/q205-bb-j,Episode2,0,26,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
shops-ep2/q219-bb-e,Episode2,0,11,255,npc,0,0,"[-9920.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 260.0, 260.0, 0, 0]",label0104,static candidate resolved; inspect caller and type-specific rules
shops-ep2/q219-bb-j,Episode2,0,11,255,npc,0,0,"[-9920.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 260.0, 260.0, 0, 0]",label0104,static candidate resolved; inspect caller and type-specific rules
shops-ep2/q900-bb-e,Episode2,0,23,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
tower-ep2/q67-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
tower-ep2/q67-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
tower-ep2/q75-bb-e,Episode2,0,13,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 106.0, 1060.0, 0, 0]",label0424,static candidate resolved; inspect caller and type-specific rules
tower-ep2/q75-bb-j,Episode2,0,13,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 106.0, 1060.0, 0, 0]",label0424,static candidate resolved; inspect caller and type-specific rules
tower-ep2/q77-bb-e,Episode2,0,16,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 185.0, 185.0, 0, 0]",label00B9,static candidate resolved; inspect caller and type-specific rules
tower-ep2/q77-bb-j,Episode2,0,16,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 185.0, 185.0, 0, 0]",label00B9,static candidate resolved; inspect caller and type-specific rules
tower-ep2/q79-bb-e,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
tower-ep2/q79-bb-j,Episode2,0,14,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 1053.0, 560.0, 0, 0]",,free-play script target; quest linkage not inferred
tower-ep2/q116-bb-e,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
tower-ep2/q116-bb-j,Episode2,0,15,255,npc,42,0,"[80.0, -10.0, -30.0]","[0, 61440, 0]","[0.0, 0.0, 0.0, 104.0, 1040.0, 0, 0]",label0410,static candidate resolved; inspect caller and type-specific rules
