quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
events-ep1/q1001-bb-j,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
events-ep1/q1001-bb-j,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
events-ep1/q1001-bb-j,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
events-ep1/q1001-bb-j,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q1003-bb-e,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q302-bb-e,Episode4,0,3,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 137.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
events-ep4/q302-bb-j,Episode4,0,3,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 137.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
events-ep4/q306-bb-e,Episode4,0,3,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0, 120.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q306-bb-j,Episode4,0,3,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0, 120.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q315-bb-e,Episode4,0,3,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 137.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
events-ep4/q315-bb-j,Episode4,0,3,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 137.0, 1137.0, 0, 0]",label0471,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-e,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-e,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-e,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-e,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q53-bb-j,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-j,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-j,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-j,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q62-bb-e,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q62-bb-j,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q63-bb-e,Episode1,0,2,26,npc,10,0,"[-51.44975280761719, 0.0, -43.090179443359375]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q63-bb-e,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q63-bb-j,Episode1,0,2,26,npc,10,0,"[-51.44975280761719, 0.0, -43.090179443359375]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q63-bb-j,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q101-bb-e,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q101-bb-j,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q102-bb-e,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q102-bb-j,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q103-bb-e,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q103-bb-j,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q104-bb-e,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q104-bb-j,Episode1,0,4,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q108-bb-e,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-e,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-e,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-e,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q108-bb-j,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-j,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-j,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-j,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q109-bb-e,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q109-bb-e,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q109-bb-e,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q109-bb-e,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q109-bb-j,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q109-bb-j,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q109-bb-j,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q109-bb-j,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q110-bb-e,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q110-bb-e,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q110-bb-e,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q110-bb-e,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q110-bb-j,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q110-bb-j,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q110-bb-j,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q110-bb-j,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q111-bb-e,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q111-bb-e,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q111-bb-e,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q111-bb-e,Episode1,0,6,26,npc,20,0,"[237.9988250732422, 0.0, -14.0001220703125]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1019.0010986328125, 120.00008392333984, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q111-bb-j,Episode1,0,1,26,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 29696, 0]","[0.0, 0.0, 0.0, 105.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q111-bb-j,Episode1,0,2,26,npc,10,0,"[-66.72077941894531, 0.0, -66.00358581542969]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q111-bb-j,Episode1,0,3,26,npc,10,0,"[-18.000213623046875, 0.0, -66.003662109375]","[0, 49152, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
