quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
events-ep1/q073-bb-e,Episode1,0,14,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q073-bb-j,Episode1,0,14,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q80-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
events-ep1/q80-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
events-ep1/q93-bb-e,Episode1,0,19,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
events-ep1/q93-bb-j,Episode1,0,19,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
events-ep1/q112-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
events-ep1/q112-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
events-ep1/q113-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
events-ep1/q113-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
events-ep1/q127-bb-e,Episode1,0,4,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q127-bb-j,Episode1,0,4,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q220-bb-e,Episode1,0,12,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q220-bb-j,Episode1,0,12,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q399-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q512-bb-e,Episode1,0,13,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q1001-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q1001-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep1/q1003-bb-e,Episode1,0,14,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q92-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q92-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q216-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 112.0, 112.0, 0, 0]",label0070,static candidate resolved; inspect caller and type-specific rules
events-ep2/q239-bb-e,Episode2,0,2,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q239-bb-j,Episode2,0,2,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q243-bb-e,Episode2,0,1,11,npc,10,1,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q251-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q252-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q272-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q513-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 10.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q302-bb-e,Episode4,0,12,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q302-bb-j,Episode4,0,12,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q306-bb-e,Episode4,0,12,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q306-bb-j,Episode4,0,12,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q315-bb-e,Episode4,0,12,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep4/q315-bb-j,Episode4,0,12,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q53-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q53-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q62-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q62-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q63-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q63-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q101-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q101-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q102-bb-e,Episode1,0,14,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q102-bb-j,Episode1,0,14,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q103-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q103-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q104-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q104-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q108-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q108-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q109-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q109-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q110-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q110-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q111-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q111-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q117-bb-e,Episode1,0,16,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q117-bb-j,Episode1,0,16,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q120-bb-e,Episode1,0,16,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q121-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q121-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q122-bb-e,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q122-bb-j,Episode1,0,17,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q123-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q123-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q130-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q130-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q140-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q140-bb-j,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q148-bb-e,Episode1,0,13,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q156-bb-e,Episode1,0,1,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q157-bb-e,Episode1,0,8,11,npc,30,0,"[75.88380432128906, 2.5999999046325684, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q158-bb-e,Episode1,0,8,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q159-bb-e,Episode1,0,8,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q160-bb-e,Episode1,0,8,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q161-bb-e,Episode1,0,4,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q162-bb-e,Episode1,0,4,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q163-bb-e,Episode1,0,4,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q164-bb-e,Episode1,0,4,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 0.0, 0, 0]",,no DAT interaction label
extermination-ep1/q199-bb-e,Episode1,0,15,11,npc,30,0,"[75.88380432128906, 2.5999996662139893, -42.69328308105469]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0010986328125, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q96-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q96-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q97-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q97-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q98-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q98-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q99-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q99-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q100-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q100-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 120.0, 1143.0, 0, 0]",label0477,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q131-bb-e,Episode2,0,0,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q131-bb-j,Episode2,0,0,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q132-bb-e,Episode2,0,0,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q132-bb-j,Episode2,0,0,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q233-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q233-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q234-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q234-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q235-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q235-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q236-bb-e,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q236-bb-j,Episode2,0,1,11,npc,10,0,"[-45.0, 0.0, -60.0]","[0, 57344, 0]","[0.0, 0.0, 0.0, 1061.0, 720.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep4/q811-bb-e,Episode4,0,13,11,npc,30,0,"[75.87998962402344, 2.5999999046325684, -42.68998718261719]","[0, -10752, 0]","[0.0, 0.0, 0.0, 1007.0, 810.0, 0, 0]",,free-play script target; quest linkage not inferred
