quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
events-ep2/q92-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
events-ep2/q92-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
events-ep2/q216-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 114.0, 114.0, 1, 0]",label0072,static candidate resolved; inspect caller and type-specific rules
events-ep2/q239-bb-e,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
events-ep2/q239-bb-j,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
events-ep2/q243-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
events-ep2/q251-bb-e,Episode2,0,7,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
events-ep2/q252-bb-e,Episode2,0,7,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
events-ep2/q272-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, -5.6438148021698e-07, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
events-ep2/q513-bb-e,Episode2,0,8,251,npc,30,0,"[-76.0, 0.0, -51.0]","[0, -4320, 0]","[30.0, 0.0, 10.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q96-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q96-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q97-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q97-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q98-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q98-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q99-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q99-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q100-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q100-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 123.0, 1146.0, 1, 0]",label047A,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q131-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q131-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q132-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q132-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q233-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q233-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q234-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q234-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q235-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q235-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q236-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q236-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q451-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q451-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q452-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q452-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q453-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q453-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q454-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q454-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q455-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q455-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q456-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q456-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q457-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q457-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q458-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q458-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q459-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q459-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q460-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q460-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q461-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q461-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q462-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q462-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q463-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q463-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q464-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q464-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q465-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q465-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q466-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q466-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q467-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q467-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q468-bb-e,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q468-bb-j,Episode2,0,6,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q38-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q38-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q46-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q46-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q86-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q86-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q87-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q87-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q88-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q88-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q211-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 118.0, 118.0, 1, 0]",label0076,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q242-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q248-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q494-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 118.0, 118.0, 1, 0]",label0076,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q494-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 118.0, 118.0, 1, 0]",label0076,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q497-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q497-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q498-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q498-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q499-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q499-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q504-bb-e,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q504-bb-j,Episode2,0,8,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q54-bb-e,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q54-bb-j,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q55-bb-e,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q55-bb-j,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q74-bb-e,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q74-bb-j,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q95-bb-e,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q95-bb-j,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q921-bb-e,Episode2,0,11,251,npc,30,0,"[-76.31710052490234, 0.0, -50.905601501464844]","[0, 20480, 0]","[30.0, 0.0, 0.0, 1058.0, 660.0, 1, 0]",,free-play script target; quest linkage not inferred
seasonal-ep2/q84-bb-e,Episode2,0,7,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 121.0, 0.0, 121.0, 121.0, 1, 0]",label0079,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q84-bb-j,Episode2,0,7,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 121.0, 0.0, 121.0, 121.0, 1, 0]",label0079,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q240-bb-e,Episode2,0,7,251,npc,30,0,"[-76.31710052490234, 0.0, -50.9056396484375]","[0, 20480, 0]","[30.0, 0.0, 0.0, 109.0, 1090.0, 1, 0]",label0442,static candidate resolved; inspect caller and type-specific rules
