quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
government-ep2/q452-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q452-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q453-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q453-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q454-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q454-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q455-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q455-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q456-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q456-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q457-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q457-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q458-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q458-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q459-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q459-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q460-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q460-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q461-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q461-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q462-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q462-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q463-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q463-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q464-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q464-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q465-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q465-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q466-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q466-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q467-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q467-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q468-bb-e,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
government-ep2/q468-bb-j,Episode2,0,8,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q38-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q38-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q46-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q46-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q86-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q86-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q87-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q87-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q88-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q88-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q211-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 116.0, 116.0, 1, 0]",label0074,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q242-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q248-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q494-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 116.0, 116.0, 1, 0]",label0074,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q494-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 116.0, 116.0, 1, 0]",label0074,static candidate resolved; inspect caller and type-specific rules
maximum-attack-ep2/q497-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q497-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q498-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q498-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q499-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q499-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q504-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
maximum-attack-ep2/q504-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q54-bb-e,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q54-bb-j,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q55-bb-e,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q55-bb-j,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q74-bb-e,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q74-bb-j,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q95-bb-e,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q95-bb-j,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
retrieval-ep2/q921-bb-e,Episode2,0,13,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 1057.0, 640.0, 1, 0]",,free-play script target; quest linkage not inferred
seasonal-ep2/q84-bb-e,Episode2,0,10,249,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 123.0, 0.0, 123.0, 123.0, 0, 0]",label007B,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q84-bb-j,Episode2,0,10,249,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 123.0, 0.0, 123.0, 123.0, 0, 0]",label007B,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q207-bb-e,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 131.0, 131.0, 1, 0]",label0083,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q207-bb-e,Episode2,0,15,249,npc,10,0,"[-241.7418670654297, 0.0, -17.057846069335938]","[0, 20480, 0]","[0.0, 0.0, 0.0, 160.0, 160.0, 0, 0]",label00A0,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q207-bb-j,Episode2,0,10,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 131.0, 131.0, 1, 0]",label0083,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q207-bb-j,Episode2,0,15,249,npc,10,0,"[-241.7418670654297, 0.0, -17.057846069335938]","[0, 20480, 0]","[0.0, 0.0, 0.0, 160.0, 160.0, 0, 0]",label00A0,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q240-bb-e,Episode2,0,9,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 108.0, 1080.0, 1, 0]",label0438,static candidate resolved; inspect caller and type-specific rules
seasonal-ep2/q240-bb-j,Episode2,0,9,249,npc,30,0,"[140.0, -30.0, -25.0]","[0, 4096, 0]","[20.0, 0.0, 0.0, 108.0, 1080.0, 1, 0]",label0438,static candidate resolved; inspect caller and type-specific rules
