quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
solo-extra-ep1/q033-bb-j,Episode4,0,16,41,npc,40,0,"[-51.89265441894531, 0.0, -24.410415649414062]","[0, 12288, 0]","[0.0, 0.0, 145.0, 145.0, 1145.0, 0, 0]",label0479,static candidate resolved; inspect caller and type-specific rules
solo-extra-ep1/q036-bb-j,Episode4,0,22,41,npc,10,0,"[62.889984130859375, 0.0, -476.08245849609375]","[0, 40960, 0]","[0.0, 106.0, 0.0, 106.0, 1106.0, 0, 0]",label0452,static candidate resolved; inspect caller and type-specific rules
vr-ep1/q78-bb-e,Episode1,0,2,41,npc,20,0,"[-57.253177642822266, 0.0, -63.61464309692383]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
vr-ep1/q78-bb-j,Episode1,0,2,41,npc,20,0,"[-57.253177642822266, 0.0, -63.61464309692383]","[0, 16384, 0]","[0.0, 0.0, 0.0, 101.00004577636719, 320.0001220703125, 0, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
vr-ep1/q90-bb-e,Episode1,0,21,41,npc,20,0,"[-90.96894073486328, 0.0, -34.98805236816406]","[0, 65275, 0]","[0.0, 0.0, 0.0, 202.0, 353.0, 0, 0]",label0161,static candidate resolved; inspect caller and type-specific rules
vr-ep1/q90-bb-j,Episode1,0,21,41,npc,20,0,"[-90.96894073486328, 0.0, -34.98805236816406]","[0, 65275, 0]","[0.0, 0.0, 0.0, 202.0, 353.0, 0, 0]",label0161,static candidate resolved; inspect caller and type-specific rules
vr-ep1/q114-bb-e,Episode1,0,2,41,npc,20,0,"[-160.0, 0.0, -115.0]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
vr-ep1/q114-bb-j,Episode1,0,2,41,npc,20,0,"[-160.0, 0.0, -115.0]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
vr-ep4/q991-bb-e,Episode4,8,124,41,npc,110,0,"[-254.0987548828125, -26.622344970703125, -65.0242919921875]","[0, 81919, 0]","[0.0, 100.0, 0.0, 100.0, 1100.0, 4608, 12]",label044C,target not resolved
vr-ep4/q991-bb-e,Episode4,9,1,41,npc,10,0,"[-239.25999450683594, 0.0, 27.01999855041504]","[0, 53248, 0]","[0.0, 120.0, 0.0, 120.0, 1120.0, 0, 0]",label0460,static candidate resolved; inspect caller and type-specific rules
